naics	x	y	C1	C2	C3
238140	3.6575925000000002	2.5431733	10	5	8
238150	3.7840187999999997	2.3861911	10	5	8
238160	3.677168	2.6300254	10	5	8
238210	3.7067597	2.7926724	10	5	8
238220	3.7955396	2.8507514	10	5	8
238290	3.9648142	2.6957936	10	5	8
238310	3.6683013	2.714302	10	5	8
238320	3.6886506000000003	2.7277857999999995	10	5	8
238330	3.6599884	2.6466238	10	5	8
238340	3.6121392	2.6351614	10	5	8
238910	3.7136050000000003	2.7779596	10	5	8
238990	3.7279253	2.6983897999999997	10	5	8
541320	3.081685	2.9374703999999996	10	5	8
561730	3.1121285	3.0258574	10	5	8
221111	7.438297	4.0284	12	32	77
221118	7.262892699999999	3.4990400999999998	12	32	77
221121	7.057222	3.3399160000000006	12	32	77
221122	7.3554916	3.6051216	12	32	77
221210	7.183912299999999	3.3167355000000005	12	32	77
221310	7.274635000000001	3.666267	12	32	77
221320	7.279379	3.8478529999999997	12	32	77
221330	7.2757797	3.5115776	12	32	77
485119	6.954352	4.053405000000001	12	32	77
541620	7.4734015	3.8939474	12	32	77
561210	7.3812429999999996	3.9882953000000003	12	32	77
562111	7.4514135999999995	3.9918506000000002	12	32	77
562112	7.4032789999999995	3.825616	12	32	77
562119	7.3946047	3.8793225	12	32	77
562211	7.343471000000001	3.7478142	12	32	77
562212	7.410080000000001	3.8281271	12	32	77
562213	7.207642	3.895422	12	32	77
562910	7.4457593	3.8813717000000003	12	32	77
562920	7.3958297	3.6374657	12	32	77
562991	7.377831	3.77684	12	32	77
562998	7.22385	3.8876288	12	32	77
812210	7.059738	4.0115604	12	32	77
924110	7.5182905	4.065943	12	32	77
221112	7.160197999999999	2.3463439999999998	12	14	37
221117	6.763986599999999	2.378005	12	14	37
237120	6.469549	1.8780723000000001	12	14	37
336611	6.7263082999999995	2.4914248	12	14	37
336612	6.6937809999999995	2.4764627999999997	12	14	37
811310	6.496516000000001	2.3044013999999997	12	14	37
221113	7.512620399999999	3.0922554	12	24	57
441222	6.4142785	2.9224527	12	24	54
452311	6.5795455	3.4275491000000002	12	24	68
481111	6.9400587	2.891038	12	24	53
481112	6.832428	3.0339916000000002	12	24	54
481211	7.1131864	2.9185767000000005	12	24	57
481212	6.931136599999999	3.033595	12	24	53
481219	7.000044	2.8493881	12	24	53
482111	6.635057400000001	3.0914004	12	24	54
482112	6.7416506	2.9357203999999997	12	24	54
483111	6.529621	3.0188148	12	24	54
483112	6.668061	2.9493651	12	24	54
483113	6.6349029999999996	2.8605777999999997	12	24	54
483211	6.652242	2.8988721	12	24	54
483212	6.620255	2.8912551	12	24	54
484110	5.9225554	3.25775	12	24	55
484121	5.641947	3.3261678	12	24	58
484122	6.7580705000000005	3.2553174	12	24	68
484210	6.3811073	3.3576040000000003	12	24	68
484220	6.681462299999999	3.5655737000000003	12	24	68
484230	6.7571435	3.5707752999999998	12	24	68
485111	6.0289793	3.3027519999999995	12	24	55
485112	6.8700466	3.4330833	12	24	68
485113	6.632886	3.7144456	12	24	56
485210	5.915836	3.4295796999999997	12	24	55
485310	6.0395317	3.3857477	12	24	55
485320	6.504883	3.7318852	12	24	56
485410	6.41871	3.6890370000000003	12	24	56
485510	6.362588	3.5732230000000005	12	24	56
485999	5.997495	3.3241055	12	24	55
486110	6.453255	2.8634062	12	24	54
486210	6.624165	3.0281465	12	24	54
486910	6.5387129999999996	2.8656688	12	24	54
486990	6.516982	2.8701658	12	24	54
487110	6.707922	3.906228	12	24	56
487210	6.692233	3.9128487	12	24	56
488111	7.3400474	2.8187973	12	24	57
488119	6.976171000000001	2.7987632999999996	12	24	53
488190	7.1414137	2.7505457000000004	12	24	57
488210	6.4671955	3.1468616000000003	12	24	54
488310	6.6748424	3.4471447	12	24	68
488320	5.6599994	3.307189	12	24	58
488330	6.305863400000001	2.9810974999999997	12	24	54
488390	6.721707	3.32805	12	24	68
488490	6.232252	3.1776705	12	24	68
488510	5.983745	3.2844504999999997	12	24	55
488991	5.791883	3.4745576000000002	12	24	58
488999	5.740599	3.4120169000000002	12	24	58
491110	6.668213400000001	3.3034086000000005	12	24	68
492110	6.323195	3.2663677000000004	12	24	68
492210	6.604901299999999	3.6877294000000003	12	24	56
493110	6.151985	3.2581558	12	24	68
493120	5.700041000000001	3.3686275	12	24	58
493130	6.406618	3.1371450000000003	12	24	68
493190	6.451603400000001	3.3217108	12	24	68
531130	6.5165157	3.4516934999999997	12	24	68
532111	5.7575984	3.3320339	12	24	58
532112	5.998897	3.466264	12	24	55
532120	5.7493739999999995	3.5213	12	24	58
532411	7.1219893	2.804235	12	24	57
541614	6.788895	3.6005635000000002	12	24	68
561439	6.5300082999999995	3.6775105000000003	12	24	56
561491	6.1087475	2.922965	12	24	54
561510	5.674405	3.6596432	12	24	58
562219	5.4126389999999995	3.4445071000000005	12	24	58
611512	7.206859599999999	2.8660157	12	24	57
713930	6.5241430000000005	3.3924632000000003	12	24	68
812930	6.1238947	3.135863	12	24	68
221114	7.619625	5.880525	13	36	81
541350	7.6445	6.0776567	13	36	81
541360	7.525889	5.963895	13	36	81
624229	7.767746000000001	5.876021	13	36	81
813219	7.731174	5.932787	13	36	81
813940	7.7067914	5.689609	13	36	81
221115	7.8021946	1.395011	5	13	7
238120	6.690726799999999	0.052388872999999996	5	13	9
238190	6.8479285	0.38891370000000003	5	13	9
238390	6.817677499999999	0.33263996	5	13	9
314994	8.247641	0.57077485	5	13	26
331110	7.014772	0.0102277985	5	13	27
331210	7.423597999999999	0.042393133	5	13	24
331221	7.2835803	0.013131976	5	13	24
331222	8.165581	0.41943917	5	13	28
332111	6.983295399999999	0.18454914	5	13	27
332112	7.421990400000001	0.86756116	5	13	30
332114	7.435589299999999	0.141849	5	13	24
332117	7.759672599999999	1.3353245	5	13	7
332119	7.0835539999999995	0.32007140000000006	5	13	9
332215	6.9630923	0.049218897000000005	5	13	27
332216	7.0300174	0.41358832	5	13	9
332311	6.6881166	0.45498592	5	13	25
332312	6.67629	0.39033636	5	13	25
332313	6.901098299999999	0.3259462	5	13	9
332321	6.807975999999999	0.12769811	5	13	9
332322	6.935730499999999	0.3280878	5	13	9
332323	6.8101635	0.3260344	5	13	9
332410	7.966295	1.0409867	5	13	26
332420	7.0725229999999994	0.6274983000000001	5	13	9
332431	6.9990063	0.038255147999999996	5	13	27
332439	6.9992703999999994	0.043554045	5	13	27
332510	6.8522196	0.2407806	5	13	9
332613	7.7101936	0.6115289	5	13	28
332710	7.290085	0.51647455	5	13	31
332721	7.209678	0.28954726	5	13	9
332722	7.235076400000001	0.2582314	5	13	9
332811	7.3448305	0.18097185	5	13	24
332812	6.8518586	0.22831039999999997	5	13	9
332813	7.187090400000001	0.17579247	5	13	9
332911	7.628116	0.76105756	5	13	28
332912	7.653465700000001	0.7557135	5	13	28
332919	7.536467599999999	0.4602867	5	13	29
332991	7.751625	0.8219277	5	13	28
332992	7.556913400000001	1.9681715	5	13	36
332993	7.61302	1.9610196	5	13	36
332994	7.469125	1.8822414	5	13	36
332996	7.4122243	0.42396575	5	13	29
332999	6.7899494	0.25135326	5	13	9
333111	7.2989507	1.246759	5	13	35
333112	7.413011	1.3376716	5	13	35
333120	7.3824496	1.1361197	5	13	35
333131	7.3305125	0.93370706	5	13	30
333132	7.130176	0.78870875	5	13	32
333241	7.4723679999999995	1.1278976	5	13	35
333242	8.53712	1.4358582	5	13	33
333243	7.182157000000001	0.9587136	5	13	32
333244	6.920767999999999	1.0703216999999998	5	13	32
333249	7.3513575	0.9662296999999999	5	13	30
333318	8.292413	1.5865843000000002	5	13	33
333413	8.075919	0.98631537	5	13	26
333414	7.923498599999999	0.77352405	5	13	28
333415	8.081402	0.9993466000000001	5	13	26
333511	7.504025500000001	0.15977092	5	13	24
333514	7.1857295	0.43063155	5	13	31
333515	7.2003245	0.50074655	5	13	31
333517	7.0535717	0.48473420000000006	5	13	9
333519	7.2150993	0.75972885	5	13	32
333611	7.702255	0.9389073	5	13	28
333612	7.613739999999999	0.84157246	5	13	28
333613	7.6602683	0.7206008	5	13	28
333618	7.443576299999999	1.0841113000000002	5	13	35
333912	7.6732955	0.7594274000000001	5	13	28
333914	7.7223735	0.9050031999999999	5	13	28
333921	7.571325999999999	1.245307	5	13	35
333922	7.509136	1.1903574	5	13	35
333923	7.5034556	1.2789383	5	13	35
333924	7.4101477	1.422136	5	13	35
333991	7.217022	0.84576225	5	13	32
333992	7.4893675	0.44075367	5	13	29
333993	7.1888274999999995	1.0601575	5	13	32
333994	7.899177000000001	0.96826977	5	13	26
333995	7.7220993	0.6815869999999999	5	13	28
333996	7.718323700000001	0.85479647	5	13	28
333997	8.350655999999999	1.8115623	5	13	33
333999	7.0679407	0.65299726	5	13	32
334111	8.756313	1.7181499	5	13	33
334112	8.582298	1.5234548	5	13	33
334118	8.782668	1.6629306000000001	5	13	33
334210	8.848823	1.5755891000000002	5	13	33
334220	8.701834	1.5573821	5	13	33
334290	8.736248	1.6248770000000001	5	13	33
334310	8.709889	1.5568146999999999	5	13	33
334412	8.540386	1.1577950000000001	5	13	33
334413	8.73676	1.527097	5	13	33
334416	8.714273	1.2466489	5	13	33
334417	8.731645	1.1801763	5	13	33
334418	8.722771	1.4905856000000002	5	13	33
334419	8.7066765	1.4081999	5	13	33
334511	8.620238	1.8019836	5	13	33
334512	8.170409	1.2324721	5	13	34
334513	8.437864999999999	1.7900794999999998	5	13	33
334514	8.470444	1.8373789	5	13	33
334515	8.542006	1.6979036	5	13	33
334516	8.554812	2.0479236000000003	5	13	33
334519	8.5717325	1.8577956999999998	5	13	33
334613	8.715669	1.7203653	5	13	33
335110	8.524989999999999	0.97342634	5	13	33
335121	8.599361	1.0354142	5	13	33
335122	8.634046000000001	1.0256534	5	13	33
335129	8.537153	1.1404766000000002	5	13	33
335210	8.258911	1.1257603999999999	5	13	34
335220	8.164102999999999	1.1140858	5	13	34
335311	8.594918	1.3041805	5	13	33
335312	8.54785	1.4300886	5	13	33
335313	8.588218	1.4669617	5	13	33
335314	8.534894	1.368949	5	13	33
335911	8.49431	1.2687104	5	13	33
335912	8.573042999999998	1.1935917	5	13	33
335921	8.480698	0.83482265	5	13	33
335929	8.310389	0.66158146	5	13	33
335931	8.526102999999999	1.0905488	5	13	33
335932	8.481314999999999	0.99551094	5	13	33
335999	8.46882	1.558511	5	13	33
336111	7.3067894	1.5797162	5	13	35
336112	7.9060893	1.7712278000000001	5	13	36
336120	7.6997075	1.5423265	5	13	7
336211	7.474012400000001	1.5300927	5	13	35
336212	7.516362700000001	1.6487476000000003	5	13	35
336213	7.591991	1.7248523	5	13	35
336214	7.396631	1.5498319	5	13	35
336310	7.627639	0.7888849	5	13	28
336320	8.4047165	1.1519427	5	13	33
336330	7.693307400000001	0.75269824	5	13	28
336340	7.7943373	1.2084852	5	13	7
336350	7.5973716	1.0023537	5	13	28
336360	7.871226299999999	1.3537778	5	13	7
336370	7.483491000000001	0.89188236	5	13	30
336390	7.2827773	1.4975533	5	13	35
336411	7.4624453	2.2017074	5	13	36
336412	7.596982000000001	2.0956601999999998	5	13	36
336413	7.695361999999999	1.9308004	5	13	36
336414	7.6006083	2.1161895	5	13	36
336415	7.6593747	2.0834116999999996	5	13	36
336419	7.6763935	2.0692275	5	13	36
336510	7.309275599999999	1.7492933999999998	5	13	35
336991	7.162951	1.6568675	5	13	35
336992	7.622665	1.8668537	5	13	36
336999	7.3008820000000005	1.6803659	5	13	35
339993	6.8111825	0.71010643	5	13	25
423730	7.997462700000001	0.9917565	5	13	26
423740	7.9740806	1.1005276000000002	5	13	26
561622	6.710566	0.47740263	5	13	25
927110	7.621569999999999	2.4976146	5	13	36
221116	5.548211	5.1809416	13	26	83
323111	5.002528	5.8177547	13	26	64
323120	4.9681654	5.813761	13	26	64
334614	5.267204799999999	5.7959247000000005	13	26	64
511110	4.9623065	5.783112	13	26	64
511120	5.003876	5.775357700000001	13	26	64
511130	4.999896	5.785496	13	26	64
511140	5.114701999999999	5.819965	13	26	64
511199	5.041612000000001	5.792143	13	26	64
511210	5.142511	5.617577	13	26	64
512110	5.7469529999999995	5.669057	13	26	62
512120	5.790588400000001	5.6794724	13	26	62
512131	5.977149	5.4397535	13	26	59
512191	6.1870723	5.485562	13	26	61
512199	5.7421794	5.6685996	13	26	62
512230	6.354825	5.4753513	13	26	61
512240	6.406158400000001	5.4696620000000005	13	26	61
512250	5.8913025999999995	5.5757804	13	26	62
512290	6.385264	5.446027	13	26	61
515111	5.841393	5.56354	13	26	62
515112	6.4464207	5.4330926	13	26	61
515120	5.8449464	5.5913962999999995	13	26	62
515210	6.026224	5.542549	13	26	59
517311	6.079553	5.740517	13	26	63
517312	5.7095637	5.470431	13	26	83
517911	5.398305000000001	5.243797	13	26	78
518210	5.160908	5.820589	13	26	64
519110	5.236038	5.8144913	13	26	64
519130	5.169239	5.713889599999999	13	26	64
519190	5.339474	5.974035	13	26	64
522210	6.091049	5.8737497	13	26	63
533110	6.05098	6.1014800000000005	13	26	75
541110	5.96605	6.240069999999999	13	26	75
541219	5.652534999999999	6.1901307	13	26	75
541330	5.1422887	5.440435	13	26	64
541380	5.50024	5.619753	13	26	78
541410	5.551886	5.2861404	13	26	83
541430	5.4732547	5.6641297	13	26	78
541511	5.255876	5.6298914	13	26	64
541512	5.1463704	5.78134	13	26	64
541513	5.215145	5.654668	13	26	64
541519	5.4355445	5.4765882	13	26	78
541611	5.602722	6.103623000000001	13	26	75
541613	6.197461	5.82532	13	26	63
541618	5.7290816	6.161039	13	26	75
541690	5.9687705	5.805484	13	26	63
541715	5.7975135	5.871699	13	26	63
541810	5.325891	5.889009	13	26	64
541820	5.7234416	6.018972	13	26	75
541830	6.257988500000001	5.625918	13	26	63
541840	5.4742274	5.8195357	13	26	78
541850	5.759218700000001	5.6506586	13	26	62
541860	5.718128	6.0529459999999995	13	26	75
541890	5.4113526	5.7444120000000005	13	26	78
541910	5.5538774	6.071382	13	26	75
541921	5.5481567	5.611692400000001	13	26	78
541922	5.4691386	5.582789	13	26	78
541930	5.5716	5.705046	13	26	78
541990	5.5023317	5.871200599999999	13	26	78
561110	5.679917	6.259747	13	26	75
561311	5.8454094	6.169128	13	26	75
561320	6.5661707	5.820403	13	26	63
561421	6.146306	5.750336	13	26	63
561431	6.460726999999999	5.915281299999999	13	26	63
561499	5.3868833	6.0159883	13	26	64
561990	5.987846	5.4338713	13	26	59
611699	5.9179068	5.796608	13	26	63
711110	6.6174936	5.4006066	13	26	61
711130	6.466384400000001	5.4635534	13	26	61
711310	5.632116000000001	5.4787116	13	26	83
711410	6.446518	5.30093	13	26	61
812921	5.608687000000001	5.415524	13	26	83
236118	4.0733957	2.0831933	10	6	13
313110	4.672231	2.4392552000000003	10	6	14
313210	4.6479845	2.2420986000000003	10	6	13
313220	4.7593603	2.0721046999999997	10	6	13
313230	4.707925299999999	2.0542523999999998	10	6	13
313240	4.6704135	2.2282138	10	6	13
313310	4.6958923	2.2263994	10	6	13
313320	4.984975	1.7824627	10	6	13
314110	4.6202765	2.1864583	10	6	13
314120	4.2876153	1.9355572	10	6	13
314910	4.8244739999999995	1.9025866000000002	10	6	13
314999	4.7377605	2.5263615	10	6	14
315110	4.6551656999999995	2.275375	10	6	13
315190	4.5585303	2.589412	10	6	14
315210	4.7061496	2.4921834	10	6	14
315220	4.6809807	2.634617	10	6	14
315240	4.652269400000001	2.5444334	10	6	14
315280	4.6997290000000005	2.4680297	10	6	14
315990	4.6608157	2.5355299	10	6	14
316110	4.727275	2.4099459999999997	10	6	14
316210	4.7354374	2.4738529	10	6	14
316992	4.8580559999999995	2.3835857000000003	10	6	14
316998	4.758085299999999	2.4023242000000002	10	6	14
337920	4.451452	1.7358343999999997	10	6	13
442291	4.308387799999999	1.8106431	10	6	13
237130	5.1373878	2.699134	12	19	46
423110	5.610064	2.8971334	12	19	46
423120	5.5980300000000005	2.7008947999999995	12	19	46
424710	5.1571503	2.7622244	12	19	46
424720	5.260324	2.9628086	12	19	46
441110	5.7387166	2.837732	12	19	46
441120	5.762761599999999	2.8319669	12	19	46
441210	5.8115825999999995	2.8480341	12	19	46
441228	5.7126956	2.8203647000000003	12	19	46
441310	5.657801	2.7961259999999997	12	19	46
444210	5.974842	2.9164839	12	19	46
447190	5.492842	2.902279	12	19	46
453930	5.419296	2.948961	12	19	46
454310	5.4559016	2.8672047000000003	12	19	46
811111	5.760304	2.806797	12	19	46
811118	5.7531657	2.7689008999999998	12	19	46
811121	5.6845922	2.819594	12	19	46
811192	5.8176727	2.8375869	12	19	46
811198	5.736341	2.7887459999999997	12	19	46
237210	4.818897	4.741681	13	29	43
423430	4.949918	4.733820400000001	13	29	43
423440	5.0890517	4.867789	13	29	71
424990	4.5872774000000005	4.8112087	13	29	43
443142	4.9772468	5.035424	13	29	69
517919	5.192579299999999	5.092695	13	29	71
531110	4.9319024	4.709952400000001	13	29	43
531190	4.818477	4.9529037	13	29	69
531210	4.8528953	5.054167	13	29	69
531312	4.863352	4.6731653	13	29	43
532210	5.162477	4.876462999999999	13	29	71
532420	5.3477025000000005	4.7025375	13	29	71
541310	4.8701735	5.259173400000001	13	29	69
721110	5.0101123	4.6951227	13	29	43
811211	5.1600075	4.9496675	13	29	71
811212	5.088026999999999	5.168440299999999	13	29	69
812990	5.307037	4.5549445	13	29	43
311111	2.551972	4.0751230000000005	9	20	10
311119	2.5862224	3.9228407999999995	9	20	10
311211	2.5622307999999996	4.4942082999999995	9	20	10
311212	2.2625607999999997	4.3779845	9	20	10
311213	3.0502915	4.6152773	9	20	11
311221	2.4183257	4.500501	9	20	10
311224	2.2798517000000005	4.2928424000000005	9	20	10
311225	2.4637346	4.3116007000000005	9	20	10
311230	2.1884148	4.6726913	9	20	10
311313	2.4516385	4.6987877000000005	9	20	10
311314	2.498318	4.5944304	9	20	10
311340	2.3760687999999996	4.7173357000000005	9	20	10
311351	2.6356978	4.6578655	9	20	10
311352	2.3978856	4.58677	9	20	10
